M�S;UNIDADE;ADMINISTRACAO REGIONAL;ALVARA;DESCRICAO;TIPO DA CONSTRUCAO;SQL/INCRA;CATEGORIA DE USO;ZONA DE USO;BAIRRO;AREA DA CONSTRUCAO;;PROPRIETARIO;AREA DO TERRENO;;ENDERECO;APROVACAO;FIRMA/DIRIGENTE TECNICO;RESPONSAVEL TECNICO;AUTOR PROJETO;RESPONSAVEL DA FIRMA;NUMERO DE BLOCOS;NUMERO DE UNIDADES;NUMERO DE PAVIMENTOS
Maio;APROV 1;BUTANTA;2010.15.127-01;APOSTILAMENTO DE ALVARA DE APROVACAO DE EDIFICACAO NOVA;PREDIO RESIDENCIAL;00.186.002.0025-2;R302;Z2;RAPOSO TAVARES;45476.37;M2;BROOKSFIELD SAO PAULO EMPREENDIMENTOS IMOBILIARIOS S/A;23581.58;M2;AV SAO PAULO PARANA;08/05/10;;;;;001 - 001;088 - 088;23 - 23
Maio;APROV 1;BUTANTA;2010.18.699-00;ALVARA DE EXECUCAO DE EDIFICACAO NOVA;PREDIO RESIDENCIAL;00.160.169.0083-3;R2V-01;Z2;RIO PEQUENO;0.00;M2;BORGES FONSECA ENGENHARIA E COMERCIO LTDA;0.00;M2;AV INACIO MANUEL ALVARES;20/05/10;BORGES FONSECA - ENGENHARIA E COMERCIO LTDA;RODRIGO DE FREITAS BORGES FONSECA;EDUARDO BANDEIRA DE MELLO LATERZA;;;;
Maio;APROV 1;CAMPO LIMPO;2010.16.568-00;ALVARA DE EXECUCAO DE EDIFICACAO NOVA;PREDIO RESIDENCIAL;00.171.191.0014-8;R2V-01;Z2;VILA ANDRADE;0.00;M2;FRANALE DIAMOND INCORPORACOES SPE LTDA;0.00;M2;R DANKMAR ADLER;07/05/10;FRANCISCO JOSE PIRES DE ANDRADE;;PAULO LISBOA ARQUITETURA LTDA;;;;
Maio;APROV 1;CAMPO LIMPO;2010.16.568-01;APOSTILAMENTO DE ALVARA DE EXECUCAO DE EDIFICACAO NOVA;PREDIO RESIDENCIAL;00.171.191.0014-8;R2V-01;Z2;VILA ANDRADE;0.00;M2;FRANALE DIAMOND INCORPORACOES SPE LTDA;0.00;M2;R DANKMAR ADLER;20/05/10;;;;;;;
Maio;APROV 1;CAMPO LIMPO;2010.17.919-00;ALVARA DE APROVACAO DE EDIFICACAO NOVA;PREDIO RESIDENCIAL;00.171.192.0019-3;R2V-01;Z2;VILA ANDRADE;15581.45;M2;PAMARIS EMPREEND. LTDA E PROJETE CONSTRUTORA LTDA;3205.00;M2;R DANKMAR ADLER;15/05/10;ELCIO ARON SESSIN;;ARQUITETO MARCOS FERREIRA GAVIAO E ASSOCIADOS S/S LTDA;;001;088;26
Maio;APROV 1;CAMPO LIMPO;2010.20.725-00;ALVARA DE APROVACAO DE EDIFICACAO NOVA;PREDIO RESIDENCIAL;00.171.190.0031-3;R2V-01;Z2;VILA SUZANA;18733.05;M2;EXTO DOMI EMPREENDIMENTOS IMOBILIARIOS SPE LTDA;3202.00;M2;R DOMINGOS LOPES DA SILVA,560;28/05/10;ROGER MIOTTO;;ROGER MIOTTO;;001;072;20
Maio;APROV 1;CAPELA DO SOCORRO;2005.22.756-01;PROJETO MODIFICATIVO DE ALVARA DE APROVACAO E EXECUCAO DE REFORMA;PREDIO RESIDENCIAL;00.095.325.0001-4;R2H-03;Z11-022;SOCORRO;5368.93;M2;CONSTRUQUALITY CONSTR E INCORP LTDA;8695.89;M2;AV DO RIO BONITO,1699;12/05/10;LOURIVAL FARIAS SODRE;;DANILO PENNA;;035;001;02
Maio;APROV 1;GUAIANAZES;2010.16.166-00;ALVARA DE APROVACAO E EXECUCAO DE EDIFICACAO NOVA;PREDIO RESIDENCIAL;00.115.249.0010-8;R2V-01;Z2;GUAIANAZES;1697.88;M2;JOAO BATISTA GRILO E OUTRA;1049.49;M2;R CENTRALINA,560;04/05/10;LUIS ANTONIO FERNANDES;;LUIS ANTONIO FERNANDES;;001;029;05
Maio;APROV 1;IPIRANGA;2004.22.907-04;APOSTILAMENTO DE ALVARA DE APROVACAO E EXECUCAO DE EDIFICACAO NOVA;PREDIO RESIDENCIAL;00.048.124.0089-9;R2V-01;;AGUA FUNDA;20664.40;M2;TATI CONSTRUTORA E INCORPORADORA LTDA;3357.61;M2;R FRANCISCO HURTADO,180;04/05/10;;;;;002;242;16
Maio;APROV 1;IPIRANGA;2008.56.407-01;PROJETO MODIFICATIVO DE ALVARA DE APROVACAO E EXECUCAO DE EDIFICACAONOVA;PREDIO RESIDENCIAL;00.049.052.0034-2;R2V-01;;SACOMAN;17388.43;M2;TRENTO INCORPORADORA LTDA;3154.00;M2;R SALVADOR PEDROSO,281;15/05/10;GUSTAVO MARTINS ROMANELLI;;ANDRE COMITRE JUNIOR;;001;184;24
Maio;APROV 1;IPIRANGA;2010.08.839-01;APOSTILAMENTO DE ALVARA DE APROVACAO E EXECUCAO DE EDIFICACAO NOVA;PREDIO RESIDENCIAL;00.049.003.0023-3;R2H-03;Z2;CURSINO;256.12;M2;ADRIANA PRADO;250.00;M2;R JOAO MAFRA,90;20/05/10;;;;;001;003;02
Maio;APROV 1;IPIRANGA;2010.15.776-00;ALVARA DE APROVACAO E EXECUCAO DE EDIFICACAO NOVA;PREDIO RESIDENCIAL;00.119.158.0058-6;R2H-03;Z3-209;VL ARAPUA;572.05;M2;VALDIVIA DE CAMPOS MOREIRA;777.20;M2;R TIMBAUBA,65;01/05/10;JOSE ANTONIO DEL CORRAL LOPEZ;;JOSE ANTONIO DEL CORRAL LOPEZ;;001;009;02
Maio;APROV 1;IPIRANGA;2010.17.593-00;ALVARA DE APROVACAO E EXECUCAO DE EDIFICACAO NOVA;PREDIO RESIDENCIAL;00.043.156.0005-9;R2H-03;Z4-061;IPIRANGA;411.74;M2;JOSE RICARDO PACHI;477.24;M2;R DOSMACAXAS,274;13/05/10;REGINALDO DE CASTRO MAROPO;;REGINALDO DE CASTRO MAROPO;;001;004;02
Maio;APROV 1;IPIRANGA;2010.17.595-00;ALVARA DE APROVACAO DE EDIFICACAO NOVA;PREDIO RESIDENCIAL;00.043.064.0049-2;R2V-01;Z3-185;IPIRANGA;11459.37;M2;COMERCIAL E INCORPORADORA FRESNO S/A E OUTROS;1496.21;M2;R VISC DE PIRAJA,179;13/05/10;PENTAGONAL - CONSTRUCOES LTDA;CALIL SAIDE;PENTAGONAL - CONSTRUCOES LTDA;CALIL SAIDE;001;080;21
Maio;APROV 1;IPIRANGA;2010.20.159-00;ALVARA DE APROVACAO DE EDIFICACAO NOVA;PREDIO RESIDENCIAL;00.046.027.0010-1;R2V-01;Z3-184;CURSINO;12074.06;M2;CONSTRUTORA TARJAB LTDA;1600.00;M2;R DOM PEDRO SILVA,227;26/05/10;CARLOS ALBERTO DE MORAES BORGES;;DEMOSTHENES MAGNO SANTOS;;001;108;19
Maio;APROV 1;ITAQUERA;2009.44.677-01;APOSTILAMENTO DE ALVARA DE APROVACAO DE EDIFICACAO NOVA;PREDIO RESIDENCIAL;6383580106267;R2V-01;;ITAQUERA;23943.54;M2;SUGAYA EMPREENDIMENTOS IMOBILIARIOS SPE LTDA;19985.32;M2;R AGRIMENSOR SUGAYA;13/05/10;;;;;001 - 006 - 002;039 - 040 - 060;10 - 10 - 15
Maio;APROV 1;ITAQUERA;2010.16.108-00;ALVARA DE APROVACAO E EXECUCAO DE EDIFICACAO NOVA;PREDIO RESIDENCIAL;6383580189618;R2V-01;;ITAQUERA;11766.32;M2;FIT 42 SPE EMPREEDIMENTOS IMOBILIARIOS LTDA;15920.00;M2;R AGRIMENSOR SUGAYA;04/05/10;ALEXANDRE DOS RAMOS CARVALHO;;ALEXANDRO FELIPE PENTEADO SILVA;;009 - 001 - 001;020 - 019;05 - 05 - 01
Maio;APROV 1;ITAQUERA;2010.17.576-00;ALVARA DE EXECUCAO DE EDIFICACAO NOVA;PREDIO RESIDENCIAL;6383580106267;R2V-01;;ITAQUERA;0.00;M2;SUGAYA EMPREENDIMENTOS IMOBILIARIOS SPE LTDA;0.00;M2;R AGRIMENSOR SUGAYA;13/05/10;MARCO ANTONIO CATTINI MATTAR;;GUILHERME ISIDRO DE OLIVEIRA NETO;;;;
Maio;APROV 1;JACANA / TREMEMBE;2010.16.340-00;ALVARA DE APROVACAO E EXECUCAO DE EDIFICACAO NOVA;PREDIO RESIDENCIAL;00.067.364.0017-1;R1;Z2;JACANA;177.09;M2;ESPOLIO DE SAMIRA TAYAR RAVAZZI E OUTROS;172.50;M2;R CESAR AUGUSTO MARQUES,55;06/05/10;MARCOS CESAR DUARTE GUAZZELLI;;MARCOS CESAR DUARTE GUAZZELLI;;001;001;02
Maio;APROV 1;JACANA / TREMEMBE;2010.18.700-00;ALVARA DE APROVACAO E EXECUCAO DE EDIFICACAO NOVA;PREDIO RESIDENCIAL;00.109.057.0015-4;R2H-03;Z1-031;TREMEMBE;1124.80;M2;MAURICIO DE OLIVEIRA ARRUDA;1172.00;M2;R MANUEL MORAIS PONTES,389;20/05/10;ALEXANDRE MENDONCA MILLEU;;ALEXANDRE MENDONCA MILLEU;;001;008;02
Maio;APROV 1;LAPA;2004.36.636-03;PROJETO MODIFICATIVO DE ALVARA DE APROVACAO E EXECUCAO DE EDIFICACAONOVA;PREDIO RESIDENCIAL;00.012.053.0008-2;R2V-01;Z2;POMPEIA;7092.67;M2;CENCIL ENGENHARIA INDUSTRIA E COMERCIO LTDA;1572.09;M2;R ANDRE CASADO,215;14/05/10;CENCIL-ENGENHARIA INDUSTRIA E COMERCIO LTDA;LUIS LUSTIG;CENCIL-ENGENHARIA INDUSTRIA E COMERCIO LTDA;LUIS LUSTIG;001;060;16
Maio;APROV 1;LAPA;2010.10.054-01;APOSTILAMENTO DE ALVARA DE EXECUCAO DE EDIFICACAO NOVA;PREDIO RESIDENCIAL;00.022.028.0082-4;R301;Z2;PERDIZES;0.00;M2;DIALOGO ENGENHARIA E CONSTRUCAO LTDA;0.00;M2;R BARAO DO BANANAL,225;27/05/10;;;;;;;
Maio;APROV 1;LAPA;2010.19.370-00;ALVARA DE APROVACAO DE EDIFICACAO NOVA;PREDIO RESIDENCIAL;00.024.061.0041-3;R2V-01;Z13-003;LAPA;9507.38;M2;NISS INCORPORACOES E PARTICIPACOES LTDA E OUTROS;1908.57;M2;R TONELERO,1511;25/05/10;ROBERTO SCHAFFER;;GKALILI ARQUITETURA LTDA;;001 - 001;072;20 - 01
Maio;APROV 1;VILA MARIA / VILA GUILHERME;2007.48.049-04;APOSTILAMENTO DE ALVARA DE APROVACAO E EXECUCAO DE EDIFICACAO NOVA;PREDIO RESIDENCIAL;00.304.064.0209-1;R2V-01;Z3-059;VILA GUILHERME;16920.26;M2;GOLD RECIFE EMPREENDIMENTOS IMOBILIARIOS SPE LTDA;3390.00;M2;R DO CANAL,312;25/05/10;;;;;001 - 001;078 - 077;20 - 20
Maio;APROV 1;VILA MARIA / VILA GUILHERME;2009.13.681-03;APOSTILAMENTO DE ALVARA DE APROVACAO E EXECUCAO DE EDIFICACAO NOVA;PREDIO RESIDENCIAL;00.063.070.0029-5;R2V-01;;PARQUE NOVO MUNDO;23748.60;M2;VILA MARIA EMPREENDIMENTOS IMOBILIARIOS LTDA;4663.02;M2;R CABO JOSE DA SILVA,80;27/05/10;;;;;001 - 002;084 - 084;15 - 15
Maio;APROV 1;VILA MARIA / VILA GUILHERME;2010.13.048-01;APOSTILAMENTO DE ALVARA DE EXECUCAO DE EDIFICACAO NOVA;PREDIO RESIDENCIAL;00.063.070.0029-5;R2V-01;;PARQUE NOVO MUNDO;0.00;M2;VILA MARIA EMPREENDIMENTOS IMOBILIARIOS LTDA;0.00;M2;R CABO JOSE DA SILVA,80;27/05/10;;;;;;;
Maio;APROV 1;VILA MARIA / VILA GUILHERME;2010.16.576-00;AUTO DE REGULARIZACAO;PREDIO RESIDENCIAL;00.068.153.0290-3;R2V-01;Z3-050;VL GUILHERME;8676.92;M2;CONDOMINIO EDIFICIO MIRANDELA;1320.00;M2;R JOSE GONCALVES GOMIDE,462;07/05/10;LUIZ ANTONIO AGNELLI;;;;;;
Maio;APROV 1;MOOCA;2010.16.415-00;ALVARA DE APROVACAO DE EDIFICACAO NOVA;PREDIO RESIDENCIAL;00.029.044.0106-7;R2V-01;Z3-246;BELEM;11622.31;M2;HANAIRAN EMPREENDIMENTOS E PARTICIPACOES LTDA;2230.87;M2;R PDE ADELINO,415;06/05/10;SERGIO ANTONIO DE PINHO PREVIATO;;EDUARDO NOGUEIRA MARTINS FERREIRA;;001;093;18
Maio;APROV 1;MOOCA;2010.19.128-00;ALVARA DE APROVACAO E EXECUCAO DE EDIFICACAO NOVA;PREDIO RESIDENCIAL;00.031.003.0056-4;R2V-01;Z4-028;MOOCA;14582.44;M2;CONSTRUTORA DADO LTDA;2360.00;M2;R TAQUARI,970;22/05/10;LUIS OTAVIO DA SILVA;;LUIS OTAVIO DA SILVA;;001 - 001;088;24 - 01
Maio;APROV 1;PENHA;2010.17.046-00;AUTO DE REGULARIZACAO;PREDIO RESIDENCIAL;00.060.267.0003-1;R2H-03;Z2;CANGAIBA;247.10;M2;FERNANDO LOPES ARAUJO E OUTROS;250.00;M2;R CELESTINO AUGUSTO RIBEIRO,3438;08/05/10;EDUARDO AFONSO PORTAS;;EDUARDO AFONSO PORTAS;;;;
Maio;APROV 1;PENHA;2010.18.196-00;RECONSIDERACAO DE DESPACHO DE ALVARA DE APROVACAO E EXECUCAO DE EDI-FICACAO NOVA;PREDIO RESIDENCIAL;00.113.007.0006-7;R2H-03;Z2;VILA MATILDE;508.92;M2;JOAQUIM PIRES BARROSO;346.15;M2;R COLATINA,220;18/05/10;LUIS ANTONIO FERNANDES;;LUIS ANTONIO FERNANDES;;001;005;02
Maio;APROV 1;PINHEIROS / ITAIM BIBI;2007.01.303-01;APOSTILAMENTO DE ALVARA DE APROVACAO DE EDIFICACAO NOVA;PREDIO RESIDENCIAL;00.299.077.0067-1;R202;Z4-048;V. OLIMPIA;7377.05;M2;FIANDEIRAS 88 SPE EMPREENDIMENTOS IMOBILIARIOS LTDA;1353.48;M2;R FIANDEIRAS,88;22/05/10;;;;;001 - 001;036 - 024;13 - 13
Maio;APROV 1;PINHEIROS / ITAIM BIBI;2007.01.303-02;PROJETO MODIFICATIVO DE ALVARA DE APROVACAO E EXECUCAO DE EDIFICACAONOVA;PREDIO RESIDENCIAL;00.299.077.0067-1;R202;Z4-048;V. OLIMPIA;8764.21;M2;FIANDEIRAS 88 SPE EMPREENDIMENTOS IMOBILIARIOS LTDA;1350.45;M2;R FIANDEIRAS,88;22/05/10;RENATO MAGNANINI AURIEMO;;ZAFFARANI GERENCIAMENTO E CONSTRUCOES LTDA;CELSO ZAFFARANI;001;017;19
Maio;APROV 1;PINHEIROS / ITAIM BIBI;2009.47.016-02;APOSTILAMENTO DE ALVARA DE APROVACAO DE EDIFICACAO NOVA;PREDIO RESIDENCIAL;00.081.320.0166-4;R2V-01;Z18-014;ALTO DE PINHEIROS;5346.69;M2;OSCAR CARAVELAS EMPREENDIMENTOS IMOB SPE LTDA;1506.40;M2;R OSCAR CARAVELAS,220;27/05/10;;;;;001;064;09
Maio;APROV 1;PINHEIROS / ITAIM BIBI;2010.09.576-01;APOSTILAMENTO DE ALVARA DE EXECUCAO DE EDIFICACAO NOVA;PREDIO RESIDENCIAL;00.081.139.0068-3;R2V-01;Z17-014;VILA MADALENA;0.00;M2;SIMPATIA 51 EMPREENDIMENTOS IMOBILIARIOS LTDA;0.00;M2;R SIMPATIA,51;14/05/10;;;;;;;
Maio;APROV 1;PINHEIROS / ITAIM BIBI;2010.16.145-01;APOSTILAMENTO DE ALVARA DE APROVACAO DE EDIFICACAO NOVA;PREDIO RESIDENCIAL;00.085.519.0050-1;R2V-01   - NR1-02;Z3-190;BROOKLIN;18561.63;M2;BNI TURMALINA DESENVOLVIMENTO IMOBILIARIO LTDA;2843.75;M2;AV ENG LUIZ CARLOS BERRINI,1618;18/05/10;;;;;001 - 001 - 001;078 - 076;25 - 25 - 01
Maio;APROV 1;PINHEIROS / ITAIM BIBI;2010.16.241-00;ALVARA DE EXECUCAO DE EDIFICACAO NOVA;PREDIO RESIDENCIAL;00.085.101.0038-1;R2V-01;;VILA CORDEIRO;0.00;M2;CONSTRUTORA BRACCO LTDA;0.00;M2;R FRANCISCO DIAS VELHO,66;05/05/10;CONSTRUTORA BRACCO LTDA;JOSE ANTONIO GOMEZ ARAUJO;UNIARQ ARQUITETURA LTDA;PAULO DE ABREU SAMPAIO;;;
Maio;APROV 1;PINHEIROS / ITAIM BIBI;2010.16.732-00;ALVARA DE APROVACAO E EXECUCAO DE REFORMA;PREDIO RESIDENCIAL;00.010.089.0343-4;R2V-01;Z3-139;SANTA CECILIA;122.33;M2;CENTRAL PARK RESIDENCE SERVICE;2797.30;M2;AL MIN ROCHA AZEVEDO,523;08/05/10;PAULO CORREA DE ARAUJO;;PAULO CORREA DE ARAUJO;;001;;29
Maio;APROV 1;PINHEIROS / ITAIM BIBI;2010.18.942-00;ALVARA DE APROVACAO DE EDIFICACAO NOVA;PREDIO RESIDENCIAL;00.085.102.0010-6;R2V-01;Z1-027;ITAIM BIBI;30534.99;M2;RAGUSA EMPR IMOBILIARIOS LTDA;4776.22;M2;R MINISTRO JOSE GALLOTTI,470;20/05/10;HELCIO ASCHE RIBEIRO DA SILVA;;MCAA ARQUITETOS LTDA;;002;036;19
Maio;APROV 1;PINHEIROS / ITAIM BIBI;2010.19.130-00;RECONSIDERACAO DE DESPACHO DE ALVARA DE APROVACAO E EXECUCAO DE EDI-FICACAO NOVA;PREDIO RESIDENCIAL;00.016.100.0044-7;R2V-01;Z4-045;ITAIM BIBI;2022.53;M2;BRESSER EMPREENDIMENTOS LTDA;450.00;M2;R URUSSUI,146;22/05/10;ELIANA RAYMUNDO CORSINI;;ELIANA RAYMUNDO CORSINI;;001;007;09
Maio;APROV 1;PINHEIROS / ITAIM BIBI;2010.19.167-00;ALVARA DE EXECUCAO DE EDIFICACAO NOVA;PREDIO RESIDENCIAL;00.299.077.0067-1;R2V-01;Z4-048;V. OLIMPIA;0.00;M2;FIANDEIRAS 88 SPE EMPREENDIMENTOS IMOBILIARIOS LTDA;0.00;M2;R FIANDEIRAS,88;22/05/10;RENATO MAGNANINI AURIEMO;;ZAFFARANI GERENCIAMENTO E CONSTRUCOES LTDA;CELSO ZAFFARANI;;;
Maio;APROV 1;SANTO AMARO;2003.45.112-01;PROJETO MODIFICATIVO DE ALVARA DE APROVACAO E EXECUCAO DE EDIFICACAONOVA;PREDIO RESIDENCIAL;00.088.097.0020-1;R2H-03;Z1-022;SANTO AMARO;4266.76;M2;MONTANHA DOURADA INCORPORACOES E PROJETOS LTDA;4753.59;M2;R COMEN ELIAS ZARZUR,546;25/05/10;FRANCISCO CRUZ LIMA;;FRANCISCO CRUZ LIMA;;016;;02
Maio;APROV 1;SANTO AMARO;2007.46.992-01;PROJETO MODIFICATIVO DE ALVARA DE APROVACAO E EXECUCAO DE EDIFICACAONOVA;PREDIO RESIDENCIAL;00.090.021.0024-8;R2H-03;Z1-022;SANTO AMARO;1996.10;M2;WANDERLEY NATALI;1490.56;M2;R MARCONDESIA,428;15/05/10;WANDERLEY NATALI;;WANDERLEY NATALI;;001 - 001;002 - 003;02 - 02
Maio;APROV 1;SANTO AMARO;2010.19.132-00;ALVARA DE EXECUCAO DE EDIFICACAO NOVA;PREDIO RESIDENCIAL;00.087.434.0043-4;R2V-01;Z6-039;SANTO AMARO;0.00;M2;SEGA II SPE EMPREENDIMENTO IMOBILIARIO LTDA;0.00;M2;R LUIS CORREIA DE MELO;22/05/10;S T C SOCIEDADE TECNICA DE CONSTRUCOES S/A;CARLOS EDHIR GOMES SPINARDI;JONAS BIRGER;;;;
Maio;APROV 1;SE;2005.08.760-01;PROJETO MODIFICATIVO DE ALVARA DE APROVACAO E EXECUCAO DE EDIFICACAONOVA;PREDIO RESIDENCIAL;00.005.069.0011-8;R2V-01;Z4-032;LIBERDADE;17844.32;M2;KALLAS LIBERDADE EMPREENDIMENTOS IMOBILIARIOS LTDA;2360.81;M2;R DA GLORIA,674;26/05/10;KALLAS INCORPORACOES E CONSTRUCOES S/A;EMILIO RACHED ESPER KALLAS;ITAMAR BERESIN-ARQUITETURA E URBANISMO LTDA;;001;176;28
Maio;APROV 1;SE;2010.16.382-00;RECONSIDERACAO DE DESPACHO DE ALVARA DE APROVACAO DE EDIFICACAO NOVA;PREDIO RESIDENCIAL;00.020.074.0027-8;R301;Z4-018;;9087.68;M2;BROTERO EMPREENDIMENTOS IMOBILIARIOS SPE LTDA;1169.84;M2;R CONS BROTERO,1250;06/05/10;ANTONIO ALEXANDRE ALIMONTI;;ISRAEL REWIN;;001;018;21
Maio;APROV 1;SE;2010.17.047-00;ALVARA DE EXECUCAO DE EDIFICACAO NOVA;PREDIO RESIDENCIAL;00.038.048.0026-2;R301;Z2;LIBERDADE;0.00;M2;DENISE TEIXEIRA DE SALLES OLIVEIRA MALTA;0.00;M2;AV ARMANDO FERRENTINI,20;08/05/10;GERATEC ENGENHARIA E CONSTRUCOES LTDA;JAQUES GERAB JUNIOR;OZEKI E IANAZE ARQUITETOS LTDA;;;;
Maio;APROV 1;SE;2010.19.769-00;ALVARA DE EXECUCAO DE EDIFICACAO NOVA;PREDIO RESIDENCIAL;00.005.069.0011-8;R2V-01;Z4-032;LIBERDADE;0.00;M2;KALLAS LIBERDADE EMPREENDIMENTOS IMOBILIARIOS LTDA;0.00;M2;R DA GLORIA,674;26/05/10;KALLAS INCORPORACOES E CONSTRUCOES S/A;EMILIO RACHED ESPER KALLAS;ITAMAR BERESIN-ARQUITETURA E URBANISMO LTDA;;;;
Maio;APROV 1;SANTANA;2005.27.532-01;PROJETO MODIFICATIVO DE ALVARA DE APROVACAO E EXECUCAO DE EDIFICACAONOVA;PREDIO RESIDENCIAL;00.071.374.0010-8;R2V-01;Z3-020;MANDAQUI;12817.62;M2;KALLAS MANDAQUI EMPRRENDIMENTOS IMOBILIARIOS LTDA;2406.90;M2;AV DO GUACA,277;28/05/10;KALLAS INCORPORACOES E CONSTRUCOES S/A;EMILIO RACHED ESPER KALLAS;ANTONIO DOMINGOS FARAH;;001;092;25
Maio;APROV 1;SANTANA;2010.17.502-00;ALVARA DE APROVACAO DE EDIFICACAO NOVA;PREDIO RESIDENCIAL;00.072.161.0026-3;R2V-01;Z2;SANTANA;17148.15;M2;SAVONA EMPREENDIMENTOS IMOBILIARIOS SPE LTDA E OUTROS;4440.88;M2;R CON MANUEL VAZ,288;12/05/10;CYRELA CONSTRUTORA LTDA;GEORGE ZAUSNER;GKALILI ARQUITETURA LTDA;;001;056;30
Maio;APROV 1;SANTANA;2010.17.687-00;RECONSIDERACAO DE DESPACHO DE ALVARA DE APROVACAO DE EDIFICACAO NOVA;PREDIO RESIDENCIAL;00.070.326.0011-5;R2V-01;Z17-002;TUCURUVI;25429.44;M2;WANESSA INCORPORADORA LTDA.;5781.03;M2;AV CEL SEZEFREDO FAGUNDES;13/05/10;SERGIO BASSI;;RENATO BIANCONI ARQUITETO  LTDA;;001 - 001 - 001;096 - 096;17 - 17 - 01
Maio;APROV 1;VILA MARIANA;2005.09.118-01;PROJETO MODIFICATIVO DE ALVARA DE APROVACAO E EXECUCAO DE EDIFICACAONOVA;PREDIO RESIDENCIAL;00.309.064.0016-0;R2V-01;Z2;SAUDE;3953.83;M2;PROMASTER ENGENHARIA LTDA;1000.00;M2;R LOMAS VALENTINAS,291;27/05/10;EDUARDO ARCENCIO;;EDUARDO ARCENCIO;;001;032;09
Maio;APROV 1;VILA MARIANA;2010.19.131-00;ALVARA DE EXECUCAO DE EDIFICACAO NOVA;PREDIO RESIDENCIAL;00.042.012.0095-7;R2V-01;Z2;SAUDE;0.00;M2;NAMOUR INCORPORACAO E CONSTRUCAO LTDA;0.00;M2;R CD DE IRAJA,103;22/05/10;NAMOUR INCORPORACAO E CONSTRUCAO LTDA;JAMIL ZAKI NAMOUR;EDUARDO FREUA SOBRINHO;;;;
Maio;APROV 1;VILA PRUDENTE;2010.14.827-01;APOSTILAMENTO DE ALVARA DE APROVACAO DE EDIFICACAO NOVA;PREDIO RESIDENCIAL;00.100.032.0113-8;R2V-01;Z3-158;VILA PRUDENTE;14904.34;M2;MASB 26 SPE LTDA;2661.65;M2;R ORFANATO,529;27/05/10;;;;;001;108;21
Maio;APROV 2;REGIONAL NAO IDENTIFICADA;2010.17.757-00;ALVARA DE EXECUCAO DE EDIFICACAO NOVA;;00.171.221.0073-0;NR3-04;Z2;VL ANDRADE;0.00;M2;CCDI RADONIO HOLDING PART. LTDA/TRIUNFO IMOBILIARIA LTDA;0.00;M2;R AURELIANO GUIMARAES,SN;14/05/10;CLAUDIO ANDRE SAYEG;;RICARDO JULIAO ARQUITETURA E URBANISMO S/S LTDA;LUIZ RENATO HORTA DE SIQUEIRA;;;
Maio;APROV 2;LAPA;2007.33.532-02;APOSTILAMENTO DE ALVARA DE APROVACAO DE EDIFICACAO NOVA;;00.197.024.0020-0;NR3-04;;BARRA FUNDA;85637.71;M2;COLORADO INVESTIMENTOS IMOBILIARIOS LTDA;12296.00;M2;R JOSE GOMES FALCAO,304;12/05/10;;;;;001 - 001 - 001;100 - 100 - 329;26 - 26 - 20
Maio;APROV 2;LAPA;2008.07.693-01;APOSTILAMENTO DE ALVARA DE EXECUCAO DE EDIFICACAO NOVA;;00.197.024.0020-0;NR3-04;;BARRA FUNDA;0.00;M2;COLORADO INVESTIMENTOS IMOBILIARIOS LTDA;0.00;M2;R JOSE GOMES FALCAO,304;12/05/10;;;;;;;
Maio;APROV 2;LAPA;2010.17.647-00;RECONSIDERACAO DE DESPACHO DE ALVARA DE APROVACAO E EXECUCAO DE RE- FORMA;;00.099.002.0168-1;NR1-09;;LAPA;0.00;M2;FERNANDO LINO MARTINS E OUTROS;1784.21;M2;AV ERMANO MARCHETTI,1631;13/05/10;GUILHERME SALUSTIANO DE ARAUJO NETO;;GUILHERME SALUSTIANO DE ARAUJO NETO;;001;;02
Maio;APROV 2;LAPA;2010.19.044-00;ALVARA DE APROVACAO E EXECUCAO DE EDIFICACAO NOVA;;00.097.003.0003-1;NR1-04;;VILA LEOPOLDINA;11207.70;M2;BROOKFIELD RIO DE JANEIRO EMPREEND. IMOB. LTDA.;2618.00;M2;AV MOFARREJ,348;21/05/10;BROOKFIELD SAO PAULO EMPREENDIMENTOS IMOBILIARIOS S.A.;JOSE CARLOS TEIXEIRA DA SILVA BRAGA;MCAA ARQUITETOS LTDA;LUIZ EDUARDO SOUZA DE OLIVEIRA SANTOS;001;;16
Maio;APROV 2;VILA MARIA / VILA GUILHERME;2009.43.660-01;PROJETO MODIFICATIVO DE ALVARA DE APROVACAO E EXECUCAO DE EDIFICACAONOVA;;00.064.166.0075-7;NR1-04;;VL MARIA;4754.54;M2;C.C.C. INCORPORADORA VILA MARIA TOWER LTDA.;916.32;M2;AV DASCEREJEIRAS,318;18/05/10;ALEXANDRE MENDONCA MILLEU;;ALEXANDRE MENDONCA MILLEU;;001;;11
Maio;APROV 2;VILA MARIA / VILA GUILHERME;2010.18.258-00;ALVARA DE EXECUCAO DE EDIFICACAO NOVA;;00.064.166.0075-7;NR1-04;;VL MARIA;0.00;M2;C.C.C. INCORPORADORA VILA MARIA TOWER LTDA.;0.00;M2;AV DASCEREJEIRAS,318;18/05/10;JOSE TEIXEIRA DE CARVALHO NETO;;ALEXANDRE MENDONCA MILLEU;;;;
